x1,x2,x3,x4,x5,x6,f1,TR,time
0.07544654607772827,0.42141997814178467,0.032542984932661057,0.328787624835968,0.11664929240942001,0.5444575548171997,53.77119155339791,-1.0,0.6528149694333478
0.7388779520988464,0.622070848941803,0.9153044819831848,0.6298394799232483,0.6706038117408752,0.1014372929930687,22.80988446189839,-1.0,0.6528149694333478
0.9974527359008789,0.061262115836143494,0.32393988966941833,0.12530653178691864,0.7684319615364075,0.317169189453125,24.39482556765312,-1.0,0.6528149694333478
0.3171156644821167,0.9806666970252991,0.6910457611083984,0.8320667147636414,0.4483642280101776,0.764226496219635,18.689976802714416,-1.0,0.6528149694333478
0.4762604832649231,0.15051554143428802,0.8034720420837402,0.9921308755874634,0.25116753578186035,0.6988615393638611,25.466376790336064,-1.0,0.6528149694333478
0.8422141671180725,0.820953905582428,0.1863633096218109,0.03482148051261902,0.9618615508079529,0.12693490087985992,7.447350920806445,-1.0,0.6528149694333478
0.5855305194854736,0.26081645488739014,0.5899866223335266,0.5381345748901367,0.5982634425163269,0.4091036915779114,23.75368609620505,-1.0,0.6528149694333478
0.23270025849342346,0.7125087380409241,0.45722225308418274,0.487632155418396,0.18493281304836273,0.9772546291351318,17.66457686380376,-1.0,0.6528149694333478
0.15625764429569244,0.07701437175273895,0.5202261805534363,0.1121707633137703,0.7237378358840942,0.8374189734458923,25.385390281993775,-1.0,0.6528149694333478
0.525267481803894,0.9026651382446289,0.40295901894569397,0.9126203656196594,0.059431757777929306,0.26939865946769714,16.75449500954482,-1.0,0.6528149694333478
0.7657760977745056,0.4686855971813202,0.8733605146408081,0.40832918882369995,0.3756970465183258,0.04764586687088013,23.48807902044682,-1.0,0.6528149694333478
0.41599342226982117,0.5130902528762817,0.24049898982048035,0.6156925559043884,0.8373663425445557,0.6197031736373901,17.045059527001882,-1.0,0.6528149694333478
0.260692834854126,0.37056297063827515,0.25307366251945496,0.7084980010986328,0.8939037322998047,0.9371349811553955,18.771267508779847,-1.0,0.6528149694333478
0.9249829053878784,0.6660014390945435,0.6359361410140991,0.2518059313297272,0.32285815477371216,0.49020829796791077,20.227468274080774,-1.0,0.6528149694333478
0.6824591755867004,0.2287868708372116,0.10327783226966858,0.7553619146347046,0.24117378890514374,0.2098923921585083,18.512531969289665,-1.0,0.6528149694333478
0.0029721735045313835,0.8054790496826172,0.9705459475517273,0.2042407989501953,0.5461059808731079,0.6530433297157288,22.148866997241562,-1.0,0.6528149694333478
0.037489939481019974,0.18778587877750397,0.4250311553478241,0.5209113955497742,0.4823054075241089,0.4413936138153076,23.41295248352431,-1.0,0.6528149694333478
0.6559999585151672,0.7683197855949402,0.5577859282493591,0.43866291642189026,0.8009085059165955,0.8844216465950012,18.506264380689856,-1.0,0.6528149694333478
0.8967527151107788,0.3295639753341675,0.21276584267616272,0.9429479241371155,0.6331034898757935,0.6666983366012573,19.076542918875244,-1.0,0.6528149694333478
0.2964932918548584,0.628851592540741,0.8298652172088623,0.017384348437190056,0.0796370655298233,0.2196488082408905,24.07272570627458,-1.0,0.6528149694333478
0.3872787654399872,0.4901236295700073,0.6608002185821533,0.174031600356102,0.15198346972465515,0.2869592308998108,21.985122447962503,-1.0,0.6528149694333478
0.8020610213279724,0.5384919047355652,0.29369989037513733,0.8500223159790039,0.5648255944252014,0.8588933944702148,18.03761992789765,-1.0,0.6528149694333478
0.5592931509017944,0.09845425188541412,0.9514650702476501,0.34646889567375183,0.9980953335762024,0.5747944712638855,26.221698252495216,-1.0,0.6528149694333478
0.13029052317142487,0.928076446056366,0.0687093436717987,0.6782900094985962,0.28886643052101135,0.006651067174971104,49.30542883895072,-1.0,0.6528149694333478
0.19836464524269104,0.28234317898750305,0.881712019443512,0.8038048148155212,0.8745425939559937,0.17968229949474335,24.95072294324358,-1.0,0.6528149694333478
0.6122958660125732,0.7378770112991333,0.014438226819038391,0.22192975878715515,0.4123848080635071,0.7477103471755981,103.45896979577127,-1.0,0.6528149694333478
0.8701382279396057,0.1720479279756546,0.7306960821151733,0.7264612317085266,0.02553231455385685,0.9674717783927917,23.471555121882197,-1.0,0.6528149694333478
0.44027790427207947,0.8463356494903564,0.3478277027606964,0.3005233407020569,0.6913034915924072,0.39542219042778015,13.746418694952458,-1.0,0.6528149694333478
0.3455241918563843,0.020227745175361633,0.1418917328119278,0.3908843994140625,0.5095553398132324,0.07993589341640472,22.81924917138107,-1.0,0.6528149694333478
